,gene_short_name,PC-1,PC-2,PC-3,PC-4,SMC-1,SMC-2,SMC-3,SMC-4
ENSMUSG00000039298,Cdk5rap2,4.29689,1.9452,3.32461,4.40172,1.78791,2.23988,2.13237,4.20787
ENSMUSG00000039304,Tnfsf10,1.76738,1.14541,1.82917,1.73829,1.87151,3.68256,4.8061,4.14408
ENSMUSG00000039307,Hexdc,6.33152,3.69614,2.77967,2.61209,4.61812,3.8164,3.25912,3.01372
ENSMUSG00000039308,Ndst2,1.46181,1.83193,8.72812,6.17279,2.6614,2.10423,3.36317,2.45738
ENSMUSG00000039309,Edaradd,2.81119,1.63577,1.988,1.46985,0.251595,0.0876985,0.239188,0.0805539
ENSMUSG00000039313,AF529169,0.144933,0.195816,0.269806,0.0107847,0.040288,0.0639019,0.0198123,0.0320497
ENSMUSG00000039315,Clnk,4.41922,4.21828,4.56906,5.15847,0.186674,0.1563,0.1094,0.191138
ENSMUSG00000039316,Rftn1,34.7479,33.7273,80.4241,81.895,23.6138,23.8114,38.239,47.4376
ENSMUSG00000039318,Rab3gap2,8.97474,3.10447,9.59913,8.60801,5.34883,5.93478,7.20925,7.93558
ENSMUSG00000039321,Uts2r,2.14533,1.75753,0.0275281,0.21137,18.6688,10.5802,1.82864,1.46666
ENSMUSG00000039323,Igfbp2,0,0.855621,4.29062,0.887833,1.66257,0.961907,8.04918,0.567567
ENSMUSG00000039328,Rnf122,21.466,17.5418,11.4389,16.6484,46.9913,32.0096,53.7459,55.054
ENSMUSG00000039329,Tex19.1,0.055587,0.0310507,0,0,0,0,0,0.0763434
ENSMUSG00000039330,Tsga10ip,0.548557,0,0,0,0,0,0,0
ENSMUSG00000039335,Spata16,0.0809738,0.0301548,0,0,0.0526502,0.0490785,0,0
ENSMUSG00000039337,Tex19.2,0.207902,0.206519,0,0,0.0225173,0.0210224,0,0
ENSMUSG00000039339,2010001E11Rik,0.0814766,0.0455333,0,0,0,0.111298,0,0
ENSMUSG00000039342,Ankar,0.0191097,0.0641191,0,0,0.00929486,0.00872495,0,0
ENSMUSG00000039345,Mettl22,17.2779,27.7058,7.63502,10.7768,15.8333,10.9593,9.67877,7.6301
ENSMUSG00000039347,Atp6v0e2,8.16434,10.7646,10.8651,13.8954,35.7396,31.9404,45.5299,41.2218
ENSMUSG00000039349,C130074G19Rik,0.846853,1.06313,0.872897,1.31808,2.77715,4.14589,7.65737,5.65838
ENSMUSG00000039354,Smarcal1,6.74613,6.73248,4.84908,7.11694,6.97973,6.07462,4.69315,4.22084
ENSMUSG00000039356,Exosc2,29.3304,37.2899,25.3177,26.2899,25.8296,28.286,14.9604,15.7334
ENSMUSG00000039357,Fut11,4.45114,9.44619,11.9614,14.3423,20.7778,19.2546,17.3359,17.2669
ENSMUSG00000039358,Drd5,0.0811037,0.126942,0,0,0.0631805,0.088723,0.0310145,0
ENSMUSG00000039361,Picalm,16.3369,23.9083,18.8768,16.0396,23.3248,23.2429,14.9279,13.867
ENSMUSG00000039364,Sectm1b,0.0550802,0.111928,0.851893,0,0.484047,0.159646,3.48013,0.4636
ENSMUSG00000039367,Sec24c,30.0365,12.2654,42.5184,48.2887,9.29056,14.1047,29.5699,30.3608
ENSMUSG00000039372,March4,0.0671956,0.0214726,0,0,0.15875,0,0,0
ENSMUSG00000039375,Wdr17,0.618732,0.0916026,0.0967805,0,0.119832,0.343663,0.0389209,0.0464789
ENSMUSG00000039376,Synpo2l,0.323893,0.227749,0,1.29775,0.198243,0.53456,0.673248,2.11538
ENSMUSG00000039377,Hlx,1.51256,3.60961,2.77494,3.17276,4.00875,3.22019,5.8679,3.7802
ENSMUSG00000039382,Wdr45,33.9205,32.0285,29.0425,20.6547,48.411,39.2056,32.5967,34.6378
ENSMUSG00000039384,Dusp10,156.525,141.262,105.038,91.2102,19.1244,17.8887,13.8715,13.2394
ENSMUSG00000039385,Cdh6,2.50344,0.563608,1.69095,6.3134,1.77784,3.1054,5.00179,10.9824
ENSMUSG00000039391,Ccdc81,0.0815537,0.127645,0,0.0174875,0.261129,0.268853,0.202295,0.299993
ENSMUSG00000039395,Mreg,1.31129,1.85806,1.6184,1.65536,0.557699,0.908664,0.300054,0.32127
ENSMUSG00000039396,Neil3,6.73258,6.73703,2.75087,2.40536,1.05943,1.81056,0.0535005,0.188874
ENSMUSG00000039405,Prss23,14.1911,21.4936,13.6156,20.5781,90.5822,86.554,98.3925,110.63
ENSMUSG00000039410,Prdm16,1.02349,1.08403,3.99443,4.54253,1.64563,2.10443,6.32467,12.892
ENSMUSG00000039414,Heatr5b,3.28703,2.69805,4.17641,3.70587,1.87068,1.7935,3.3763,4.19547
ENSMUSG00000039419,Cntnap2,0.0735351,0.0891172,0.0649581,0.0837995,0.20411,0.109304,0.140914,0.0336591
ENSMUSG00000039427,Alg1,25.0781,25.7385,20.8801,12.4408,29.484,23.9905,25.6257,21.2215
ENSMUSG00000039428,Tmem135,18.7101,14.9044,20.1942,14.2106,18.566,20.8716,19.2163,15.9416
ENSMUSG00000039431,Mtmr7,2.62969,1.57431,0.67523,3.73292,4.42934,3.98008,3.12008,8.09578
ENSMUSG00000039438,Ttc36,0,0.641219,0,0.682562,1.05179,0.221326,0.389206,0.150708
ENSMUSG00000039449,Prpf18,22.8178,15.987,23.3489,20.154,18.6147,22.1728,18.3993,18.1626
ENSMUSG00000039450,Dcxr,23.3092,33.1291,17.1565,25.7441,41.5711,26.7196,77.8431,36.0585
ENSMUSG00000039452,Snx22,16.2082,38.2458,12.9261,17.9822,41.3753,34.5653,23.8719,22.7194
ENSMUSG00000039456,Morc3,21.9952,8.01139,21.9302,19.5909,8.1874,12.7912,7.45839,10.1981
ENSMUSG00000039457,Ppl,0.438231,0.306386,1.03593,0.74058,0.972122,1.24512,5.19877,3.77363
ENSMUSG00000039458,Mtmr12,26.1837,10.8997,35.2571,29.6968,9.2186,11.0658,13.3623,15.196
ENSMUSG00000039461,Tcta,9.50563,12.2024,5.3721,5.18416,46.9962,34.5413,32.4996,25.1159
ENSMUSG00000039462,Col10a1,0.100553,0.224859,7.25004,0.106202,0,0.0393037,0,0.0920574
ENSMUSG00000039463,Slc9a8,11.7066,7.10273,11.8959,10.8257,5.77469,5.21434,8.7744,9.07577
ENSMUSG00000039470,Zdhhc2,3.83513,1.90247,3.6888,1.73942,0.581619,0.261951,4.22342,1.58479
ENSMUSG00000039473,Ubn1,8.72088,5.49004,8.74191,5.38848,4.54612,3.892,3.20853,3.33811
ENSMUSG00000039474,Wfs1,5.06518,3.09713,7.65544,10.931,4.78651,6.1187,17.2448,25.573
ENSMUSG00000039476,Prrx2,0.204217,1.26779,0.196269,0.0915065,15.7427,3.99685,1.78691,0.775419
ENSMUSG00000039477,Tnrc18,1.90608,0.892857,6.21762,5.70787,0.4576,0.536929,3.7342,3.19091
ENSMUSG00000039478,Efha2,2.33432,4.95282,2.17609,1.81541,4.9613,4.44335,3.22554,2.3354
ENSMUSG00000039480,Nt5dc1,16.7245,12.1224,19.2781,15.3793,7.74946,10.2045,7.69459,12.4305
ENSMUSG00000039481,Nrtn,0.271069,1.26986,2.29214,1.3508,6.84896,2.15408,8.08892,0.893662
ENSMUSG00000039483,Asb6,29.9348,18.5264,31.9704,21.8753,7.9284,9.52121,11.3848,7.51342
ENSMUSG00000039485,Tspyl4,2.13579,1.57539,2.11227,2.63552,4.28914,4.1373,3.20641,4.81545
ENSMUSG00000039488,Cntn5,2.59021,0.652012,0.0133112,0,0.0119883,0.0095689,0.0589231,0
ENSMUSG00000039492,Ccdc27,0,0,0,0,0,0,0.0646276,0.0413033
ENSMUSG00000039496,Cdnf,0.374399,0.234418,0.27406,0.828837,0.466569,0.355073,0.486881,1.16844
ENSMUSG00000039497,Dse,7.54807,1.3488,5.80956,6.69791,24.6912,30.6869,16.8131,19.8167
ENSMUSG00000039501,Znfx1,3.01366,1.93524,9.11084,13.0272,2.62801,4.11503,13.0586,16.5574
ENSMUSG00000039508,Fam26d,0.0119335,0,0,0.0441174,0.0116129,0.043562,0,0.0655503
ENSMUSG00000039509,Nup133,6.6027,2.30171,6.56957,7.62762,2.93254,2.82945,4.06005,5.44622
ENSMUSG00000039512,Uhrf1bp1,0.287032,0.304509,1.24003,0.55358,0.404113,0.701312,0.928948,1.28829
ENSMUSG00000039515,Ppp2r4,44.2409,41.6079,46.5512,46.3657,24.941,20.6783,37.669,37.5813
ENSMUSG00000039518,Cdsn,0.0682151,0,0,0,0.0498251,0.04663,0.163015,0.234199
ENSMUSG00000039519,Cyp7b1,1.88296,5.3699,2.14626,1.6397,4.40831,5.79287,5.04436,10.2645
ENSMUSG00000039521,Foxp3,1.99041,0.944169,5.94557,5.9459,0.31922,0.0805412,0.15867,0.108475
ENSMUSG00000039523,BC046331,3.16959,1.19677,4.19752,6.11195,2.70983,3.27054,6.46206,8.85661
ENSMUSG00000039529,Atp8b1,0.313333,0.380337,0.462544,0.690227,2.02253,3.07039,4.64682,4.27214
ENSMUSG00000039530,Tusc3,34.9791,59.3232,37.8756,37.0688,99.6888,76.6608,64.4956,63.6267
ENSMUSG00000039531,Zufsp,17.0184,10.071,14.19,8.99262,10.8538,11.9972,8.94837,11.4139
ENSMUSG00000039533,Mmd2,0.0675799,0.196471,0,0.287298,0.289432,0.110968,0.206831,0.0618698
ENSMUSG00000039536,Stau1,45.1576,20.3366,49.2388,43.8389,27.346,28.1818,43.4582,48.8314
ENSMUSG00000039539,Sgcz,0.119242,0,0,0,0.0145063,0.0176458,0,0.0354723
ENSMUSG00000039540,4921524L21Rik,0,0,0,0,0,0,0,0.106555
ENSMUSG00000039542,Ncam1,13.3111,10.9078,6.26073,14.652,20.3806,19.7215,14.9663,17.7772
ENSMUSG00000039543,Ttc18,0,0,0,0,0.0119116,0.0223462,0,0.0802616
ENSMUSG00000039545,4930524L23Rik,0.54423,0.878579,0.0392362,0.476612,0.181425,0.117724,0.0846322,0.379583
ENSMUSG00000039546,Ajap1,0.236919,0.284923,0,0.16288,0.319404,0.419792,0.626374,0.706913
ENSMUSG00000039552,Rsph4a,0.329758,0.0800826,0.110379,0.0529523,0.306636,0.0783887,0.0958903,0
ENSMUSG00000039555,Cylc2,0,0,0,0,0,0.0565176,0,0
ENSMUSG00000039556,Ppp1r3f,0.692566,0.620886,0.436765,0.710846,0.436672,0.412152,0.58653,0.477495
ENSMUSG00000039563,2210406O10Rik,0.874591,1.16123,0.204377,0,0.326843,0.519295,0.634681,0
ENSMUSG00000039568,Fam100a,72.1139,93.8243,73.1677,63.5609,29.13,18.7998,31.2918,24.8226
ENSMUSG00000039577,Nphp4,0.748641,0.170589,0.619848,0.713688,0.213158,0.417842,1.11586,0.462477
ENSMUSG00000039578,Fam190a,1.62528,0.428948,0.231932,0.717199,2.42567,2.22232,1.45813,1.12354
ENSMUSG00000039579,Grin3a,0.474898,0.399113,0.154771,0.0251033,0.437748,0.37965,0.250959,0.142848
ENSMUSG00000039585,Myo9a,4.86565,3.60608,3.65435,3.11754,6.26941,4.9322,1.84808,4.67461
ENSMUSG00000039599,Fam149b,7.10222,8.02335,7.77866,10.0881,11.426,14.7817,13.4586,15.4463
ENSMUSG00000039601,Rcan2,7.11892,5.33506,13.9846,49.4163,16.703,22.4606,62.6528,105.421
ENSMUSG00000039607,Rbms3,26.8887,5.08308,8.69724,18.755,54.3464,59.1326,37.1675,51.0973
ENSMUSG00000039608,Olfr303,0,0,0,0,0,0,0,0
ENSMUSG00000039611,2810432L12Rik,6.00817,7.66474,2.87605,4.47435,23.0551,18.3061,13.3177,15.8924
ENSMUSG00000039615,Stub1,72.968,103.588,59.1634,60.3767,141.756,117.332,113.991,110.066
ENSMUSG00000039616,Mocos,1.46133,0.755409,1.28635,0.508224,2.55505,2.27788,3.26004,4.5459
ENSMUSG00000039617,Gm7488,0.881186,2.61396,1.31373,1.35313,0.579077,0.699748,0.369682,0.986584
ENSMUSG00000039620,6430573F11Rik,1.03194,0.842548,0.367578,0.444238,0.721397,1.68756,2.68423,1.84932
ENSMUSG00000039621,Prex1,13.9818,13.2657,40.1052,37.4473,5.19003,4.07974,5.90342,3.56545
ENSMUSG00000039623,C330006K01Rik,3.25611,0.817469,3.91902,3.84206,0.744234,1.68155,2.43891,1.75038
ENSMUSG00000039628,Hs3st6,0.326804,0.288591,0,0,1.55888,1.17066,0.387911,0.157843
ENSMUSG00000039629,Fam40b,0.945265,0.163811,0.699273,1.89325,0.168501,0.51314,0.49156,0.654826
ENSMUSG00000039630,Hnrnpu,94.0492,65.3956,240.686,244.349,81.4711,131.057,121.081,107.105
ENSMUSG00000039632,Ccdc151,0,0,0.409442,0,0,0.0387788,0.101638,0.0194829
ENSMUSG00000039633,Lonrf1,0.415527,0.288865,0.335393,0.570892,0.699369,0.943068,0.666184,0.257035
ENSMUSG00000039634,Zfp189,3.22135,0.19692,1.63529,2.57942,2.38659,3.47503,1.7756,1.63271
ENSMUSG00000039637,Coro7,34.0633,13.546,45.7692,37.7089,6.06495,5.93966,13.6638,14.8463
ENSMUSG00000039639,Kcne1,0.085443,0,0,0,0.120569,0.100966,0.252659,0
ENSMUSG00000039640,Mrpl12,78.6807,149.212,56.0123,65.4281,57.6159,47.7966,40.3118,46.7624
ENSMUSG00000039646,Vasn,6.06691,4.73719,4.59094,5.54709,32.2729,21.6263,54.4882,37.1468
ENSMUSG00000039648,Ccbl1,3.96962,4.04074,3.18591,3.32366,5.02835,4.37538,8.76995,3.89112
ENSMUSG00000039652,Cpeb3,0.144868,0.0607567,0.207201,0.0830767,0.334353,0.214348,0.228169,0.140918
ENSMUSG00000039653,Baat,0.163892,0,0,0,0.0478637,0.186609,0.0468751,0
ENSMUSG00000039656,Rxrb,6.05237,10.2047,13.0165,18.6795,7.91613,4.45909,6.47769,4.21295
ENSMUSG00000039660,D2Wsu81e,23.27,18.6325,15.3894,16.3145,17.9693,14.9887,17.6051,19.1255
ENSMUSG00000039661,Dusp26,4.1957,5.58541,5.29794,7.36961,8.59192,10.089,13.0788,16.9242
ENSMUSG00000039662,Icmt,2.14865,3.14157,9.17162,10.022,5.03559,3.77824,7.99195,4.94031
ENSMUSG00000039670,1810049H13Rik,2.09808,3.5893,3.59564,1.45114,5.71537,2.42347,4.25486,4.20462
ENSMUSG00000039671,Zmynd8,12.7325,10.1613,17.1994,11.9836,7.25599,7.12642,6.9078,7.74727
ENSMUSG00000039672,Kcne2,0,0.0336042,0,0,0,0.163998,0.0860996,0
ENSMUSG00000039676,Capsl,2.29254,1.88346,0.28975,0.89058,3.42993,1.46871,2.17662,0.442012
ENSMUSG00000039678,Tbc1d13,0.515081,2.10949,0.34528,0.367923,1.45282,0.513582,0.763537,0.19646
ENSMUSG00000039680,Mrps6,67.6471,163.856,78.4368,58.3515,195.817,168.684,125.555,90.6377
ENSMUSG00000039682,Lap3,23.4649,25.1655,9.55963,17.976,36.4218,36.465,26.9033,29.7836
ENSMUSG00000039683,Sdk1,0.091535,0.701387,0.0555901,0.0301871,0.425625,0.216871,0.137876,0.0932176
ENSMUSG00000039684,Gm5422,0.355772,0.321972,0.0163154,0,0.148489,0.123532,0.0161945,0.0620418
ENSMUSG00000039686,Zer1,3.25521,3.40228,6.57959,7.6707,2.70144,2.91928,6.465,5.35354
ENSMUSG00000039691,Tspan10,0.144135,0.230016,0,0,0.112749,0.290557,0.360542,2.42186
ENSMUSG00000039693,5730528L13Rik,1.70762,1.59606,1.47143,1.16368,5.89321,5.76272,5.85285,4.14131
ENSMUSG00000039697,Ncoa7,9.98627,7.31794,14.3384,20.4361,15.3413,18.9423,34.1508,31.9378
ENSMUSG00000039699,Batf2,0.511265,0.344922,0,0.77561,2.06351,1.41473,3.80356,2.92711
ENSMUSG00000039701,Usp53,10.259,4.51924,7.84334,6.47058,3.62198,6.43975,4.99569,6.75242
ENSMUSG00000039703,Nploc4,4.92165,5.29349,9.5183,13.8357,3.80884,3.17728,4.33141,3.13376
ENSMUSG00000039704,Lmbrd2,0.423261,0.729197,0.396733,0.70839,0.311679,0.334112,0.295503,0.911132
ENSMUSG00000039706,Ldb2,6.11736,2.44488,1.98857,4.12545,26.251,30.4444,34.8911,34.4234
ENSMUSG00000039710,Slc7a12,0,0,0,0,0,0,0,0
ENSMUSG00000039713,Plekhg5,1.1948,1.63635,3.00299,4.77491,2.64179,3.06058,8.05205,10.5997
ENSMUSG00000039714,Cplx3,0.0320626,0,0,0.0444435,0.140492,0,0,0
ENSMUSG00000039715,Wdr34,4.19595,7.47237,1.86592,2.77207,8.59847,5.84359,9.85406,8.89923
ENSMUSG00000039716,Dock3,0.582031,0.439295,0.0753845,0.0956771,0.0820897,0.129709,0.212261,0.0716375
ENSMUSG00000039717,Ralyl,0,0,0,0,0,0,0,0
ENSMUSG00000039720,Got1l1,0,0,0,0,0,0,0,0.0345427
ENSMUSG00000039725,2810408M09Rik,1.04437,9.16565,8.82156,8.52996,10.3714,4.8625,4.93628,2.22794
ENSMUSG00000039728,Slc6a5,0,0,0.00583411,0.0172667,0,0,0,0
ENSMUSG00000039735,Fnbp1l,1.07854,0.574359,0.729995,1.15807,2.1698,3.60946,2.79749,5.07635
ENSMUSG00000039737,Prkrip1,21.4531,28.366,19.364,25.1419,13.1642,15.3911,15.9965,10.3664
ENSMUSG00000039738,Slx4,5.88276,2.40895,8.97106,7.62219,1.79252,2.2316,2.04116,4.34472
ENSMUSG00000039740,Alg2,5.45959,3.94017,6.49022,5.31287,7.02626,8.66758,9.03834,9.69989
ENSMUSG00000039741,Bahcc1,0.379745,0.196725,0.634314,0.384635,0.579228,0.441287,0.963775,0.433683
ENSMUSG00000039742,Fam71f1,0,0,0,0,0,0,0,0
ENSMUSG00000039745,Htatip2,13.3655,17.1456,9.09963,9.08305,14.9573,12.6581,13.2642,15.0622
ENSMUSG00000039747,Orai2,25.7239,21.635,41.57,35.4326,2.61424,3.16269,4.51832,3.78566
ENSMUSG00000039748,Exo1,1.20957,0.737989,0.817367,0.450143,0.0916649,0.057402,0.0300751,0.050333
ENSMUSG00000039753,Fbxl5,43.8712,34.586,49.3617,33.5703,40.4003,44.7986,44.8163,46.9153
ENSMUSG00000039754,Alkbh4,37.6709,43.5457,36.8789,32.5153,6.53155,3.72993,3.83456,3.47746
ENSMUSG00000039756,Dnttip2,64.3217,40.9765,64.4772,72.1948,43.3139,60.5226,59.5855,67.2316
ENSMUSG00000039759,Thap3,41.7621,47.6769,22.0542,29.2596,41.0781,31.8471,34.001,31.8286
ENSMUSG00000039760,Il22ra2,0.14742,0.0411978,0.0177449,0.187301,0.484648,0.251844,0.0880544,1.55214
ENSMUSG00000039763,Dnajc28,0.721713,0.0985219,0.666843,0.457435,0.490277,0.43512,0.88637,0.276549
ENSMUSG00000039765,Cc2d2a,1.29782,0.826585,1.94576,3.50386,1.8821,3.20533,6.53254,8.64237
ENSMUSG00000039768,Dnajc11,17.9098,14.7547,16.4473,16.4927,12.327,15.0888,18.0667,14.6039
ENSMUSG00000039770,Ypel5,66.312,86.6825,57.0316,56.2555,55.6584,54.435,56.5851,71.0986
ENSMUSG00000039771,Polr2j,106.797,239.196,100.617,102.043,145.635,123.575,98.7516,93.2069
ENSMUSG00000039774,Galnt12,1.76951,8.32348,11.28,12.4405,1.8034,1.35214,5.44088,1.15453
ENSMUSG00000039775,Defb3,0,0,0,0,0,0,0,0
ENSMUSG00000039781,Azi1,1.01946,0.439299,1.31103,1.34336,1.29292,0.782182,2.49735,1.25107
ENSMUSG00000039782,Cpeb2,0.969171,0.437648,3.33321,1.82814,1.14985,0.816597,2.02571,1.35706
ENSMUSG00000039783,Kmo,15.3206,17.5236,19.3848,21.7074,1.2369,1.51264,0.388508,0.589154
ENSMUSG00000039785,Defb5,0,0,0,0,0,0,0,0
ENSMUSG00000039787,Cercam,5.48452,1.20176,3.23844,5.6724,14.4879,11.157,18.9627,17.4128
ENSMUSG00000039789,Zfp597,7.16345,3.45879,8.01839,5.54386,2.53227,4.37335,3.19706,2.88564
ENSMUSG00000039795,Zfand1,15.5096,15.4993,10.6943,8.54668,9.17029,10.7689,10.8803,10.847
ENSMUSG00000039798,2600006K01Rik,0.135556,0.377681,0.455525,0.125032,0.997677,0.975993,0.51421,0.43453
ENSMUSG00000039801,2410089E03Rik,1.52172,1.06714,1.95985,1.15401,0.750548,1.06514,0.830906,1.07932
ENSMUSG00000039804,Ncoa5,10.9772,6.50093,12.6581,15.0166,5.14381,6.44753,8.78775,9.62023
ENSMUSG00000039809,Gabbr2,0.374094,0.201959,0.0289958,0.0904026,0.014632,0.0824761,0,0.0413218
ENSMUSG00000039810,Zc3h10,11.953,9.61887,10.3105,13.3618,3.01057,4.69282,10.5191,9.50307
ENSMUSG00000039813,Tbc1d2,0.365878,0.191734,0.574061,0.563632,0.286742,0.516705,1.0698,1.99481
ENSMUSG00000039814,Xkr5,0.223509,0.241912,0.446316,0.149093,0.10432,0.146599,0.428146,0.147628
ENSMUSG00000039824,Myl6b,0,0,0,0.049833,0.0528821,0,0,0.0494525
ENSMUSG00000039826,Trub2,6.37824,5.56996,3.94443,6.83185,6.60313,6.86922,3.05544,3.78659
ENSMUSG00000039828,Wdr70,16.8413,11.8978,11.5096,15.197,11.098,10.5453,8.06406,8.52855
ENSMUSG00000039830,Olig2,0,0,0,0,0,0,0,0
ENSMUSG00000039831,Arhgap29,11.2909,4.87512,8.04488,15.3889,24.5319,48.1293,56.7578,81.2361
ENSMUSG00000039834,Zfp335,7.43812,3.51515,12.1716,12.6324,2.1401,2.33075,7.16116,7.79471
ENSMUSG00000039835,Nhsl1,0.348974,0.317358,0.694724,0.0823573,0.686859,0.765539,1.92766,2.15317
ENSMUSG00000039838,Slc45a1,0,0.0147409,0,0.0263213,0,0.0259767,0.0146269,0
ENSMUSG00000039840,5430411K18Rik,1.78618,1.3585,2.15818,2.27766,0.551663,0.707968,1.17143,0.986727
ENSMUSG00000039841,Zfp800,11.0742,10.372,9.45652,9.64523,2.84345,6.36463,2.24271,6.65006
ENSMUSG00000039842,Mcph1,2.74005,2.42011,3.24308,3.23777,1.50583,1.22968,1.88052,1.34775
ENSMUSG00000039844,Rapgef1,5.44908,5.99524,7.76973,4.37677,2.4978,2.98218,5.60662,7.6392
ENSMUSG00000039849,Pcif1,62.9178,138.297,68.9052,78.5634,45.6925,40.498,51.8192,50.9962
ENSMUSG00000039850,A730011L01Rik,3.71838,3.42591,5.32851,5.2026,3.23197,2.11612,2.26156,3.3283
ENSMUSG00000039851,4932438H23Rik,1.38904,2.72107,0.313506,0.305648,0.860599,1.93888,0.71983,0.520918
ENSMUSG00000039852,Rere,2.83873,4.25707,2.28064,2.28421,2.76164,1.46679,2.15405,1.88962
ENSMUSG00000039853,Trim14,11.375,15.0938,8.34405,6.77248,2.81664,1.9483,3.08934,1.50389
ENSMUSG00000039854,Mrgpra2a,0.126476,1.41198,0.52709,0,0.0412008,0.114551,0.160572,0
ENSMUSG00000039860,Srrm3,1.40103,0.0265741,0.0108132,0.0323437,0.0695485,0.243533,0.068123,0.0102758
ENSMUSG00000039865,Slc44a3,0.448448,0.0401043,0.0172739,0.0165752,1.36279,0.670164,5.16041,0.328455
ENSMUSG00000039873,Neurl2,0.877822,3.1208,1.05433,2.27827,1.61204,1.18885,2.81525,4.87413
ENSMUSG00000039878,Slc39a5,0,0,0.0236564,0,0,0,0,0
ENSMUSG00000039879,Heca,5.7518,4.84342,4.54527,3.0973,1.8182,2.14702,1.4467,1.01899
ENSMUSG00000039883,Lrrc17,11.2016,17.8573,3.03129,7.51964,46.6288,40.7155,21.2368,30.081
ENSMUSG00000039886,Tmem120a,24.8237,39.6491,23.9836,25.0355,32.6349,24.5213,23.6265,28.4645
ENSMUSG00000039887,Alg14,13.4384,21.2992,8.62419,15.1584,58.776,48.886,43.7567,52.3798
ENSMUSG00000039891,Txlnb,0.346927,0.0110743,0.305275,0.512526,0.317884,0.343672,0.659503,1.72692
ENSMUSG00000039899,Fgl2,36.8479,25.6857,61.5857,54.3781,125.124,137.184,290.211,231.839
ENSMUSG00000039901,9130011E15Rik,5.11442,2.28001,6.94313,6.81492,4.18585,3.49672,6.33863,6.6744
ENSMUSG00000039903,4931408A02Rik,1.14633,0.579612,3.30154,2.40525,2.83752,2.0877,7.07439,6.65438
ENSMUSG00000039904,Gpr37,0.0305856,0.191522,0.461959,0.0738673,0.0666585,0.0208416,0.240314,0.0731671
ENSMUSG00000039908,Slc26a11,9.92676,7.31142,10.0103,6.7348,7.1725,5.08914,5.69061,5.69764
ENSMUSG00000039910,Cited2,2.97135,9.1781,2.0929,2.3433,2.82617,1.82422,0.830376,1.34919
ENSMUSG00000039911,Spsb1,13.1217,8.443,20.1431,31.8458,30.1795,24.9336,46.0407,53.8806
ENSMUSG00000039913,Pak7,0.642306,0.187826,0.107681,0.0932967,0.480974,0.265021,0.117795,0.0816494
ENSMUSG00000039914,Coq10a,2.20735,3.66006,2.10788,2.73651,3.31479,3.20111,2.26776,1.86935
ENSMUSG00000039917,Rhbdd2,8.16725,10.2834,6.35926,8.76081,4.93072,4.31804,8.48513,7.06702
ENSMUSG00000039929,Urb1,4.89702,4.84162,3.87957,4.79771,1.46763,1.55515,1.59167,2.39122
ENSMUSG00000039934,Pion,13.2465,6.77182,9.78711,10.7672,11.5439,15.5647,4.91062,6.68073
ENSMUSG00000039936,Pik3cd,64.3722,41.6528,86.518,82.6522,4.19352,4.38054,3.86473,8.47996
ENSMUSG00000039942,Ptger4,14.6267,12.2333,30.0753,26.8719,11.4064,12.8729,18.2192,18.0271
ENSMUSG00000039943,Plcb4,9.27228,5.52422,3.39705,13.3036,16.049,35.8844,38.8934,64.2137
ENSMUSG00000039952,Dag1,23.7345,15.8888,38.6748,86.1458,44.6325,45.0878,82.4005,103.106
ENSMUSG00000039953,Clstn1,4.19077,3.68396,6.97271,4.39894,7.96818,6.02209,13.7841,9.03842
ENSMUSG00000039954,Stk32a,0.106076,0.0146881,0.0632686,0.163033,0.0639286,0.155812,0.472512,0.0481051
ENSMUSG00000039956,Mrap,0,0.0622616,0,0,0.382828,0.644403,3.09275,1.12874
ENSMUSG00000039958,4833442J19Rik,3.85097,9.61407,6.54195,4.56846,16.6273,11.7208,14.778,10.5726
ENSMUSG00000039959,Hip1,2.36644,1.55444,1.59011,4.46063,3.42458,4.27172,9.06997,18.0166
ENSMUSG00000039960,Rhou,0.323927,0.450495,0.17764,0.0622706,1.07731,0.994915,1.34483,0.340396
ENSMUSG00000039962,Olfr906,0.061227,0.0682628,0,0,0,0,0,0
ENSMUSG00000039963,Ccdc40,1.176,1.07462,0.815406,0.179373,0.152074,0.24077,0.0241602,0.46672
ENSMUSG00000039967,Zfp292,3.0324,1.34569,6.14307,5.90836,1.35439,2.31964,1.47715,2.10913
ENSMUSG00000039968,Rsbn1l,7.10357,5.27977,7.16752,4.34158,2.74976,3.48667,1.8417,1.33342
ENSMUSG00000039976,Tbc1d16,0.404263,0.308345,0.147566,0.226493,0.315641,0.414253,0.539587,0.336441
ENSMUSG00000039977,Ccdc67,0.0837082,0.194252,0,0.3585,0.486535,0.496021,0.633607,0.552711
ENSMUSG00000039981,Zc3h12d,3.39777,3.96828,4.77546,4.36288,0.198774,0.353362,0.462975,0.147656
ENSMUSG00000039982,Dtx4,4.84254,4.33678,2.84156,6.96709,8.63984,8.32196,4.33496,6.31061
ENSMUSG00000039983,Ccdc32,10.2768,16.2799,8.6278,11.1563,13.0804,11.6344,7.91882,9.79816
ENSMUSG00000039985,Fam60a,39.6701,37.0652,35.0484,28.1766,11.1228,10.5205,7.32784,8.26948
ENSMUSG00000039987,Phtf2,14.5738,8.99014,20.0709,14.8363,5.82517,11.3286,10.826,19.493
ENSMUSG00000039988,Ankrd13c,5.56005,10.6896,15.0666,15.8012,7.67512,7.22319,9.30355,7.70216
